id,reg_fee,sec_fee,tut_fee,other_fee,pre_bal,rebate,curr_year,student_id
776,0.0,0.0,0.0,0.0,0.0,0.0,2,10061
903,0.0,0.0,40000.0,0.0,0.0,0.0,3,10188
763,0.0,0.0,0.0,0.0,0.0,2000.0,2,10048
1028,0.0,0.0,17500.0,0.0,0.0,0.0,3,10313
772,0.0,0.0,0.0,0.0,0.0,0.0,2,10057
891,0.0,0.0,0.0,0.0,0.0,0.0,2,10176
1364,0.0,0.0,22500.0,0.0,0.0,0.0,2,10648
914,0.0,0.0,5500.0,0.0,0.0,0.0,2,10199
890,0.0,0.0,13000.0,0.0,0.0,0.0,2,10175
895,0.0,0.0,0.0,0.0,0.0,0.0,2,10180
775,0.0,0.0,4000.0,0.0,0.0,0.0,2,10060
841,0.0,0.0,1000.0,0.0,0.0,0.0,2,10126
1487,0.0,0.0,95000.0,0.0,0.0,0.0,2,10771
919,0.0,0.0,35000.0,0.0,0.0,0.0,3,10204
893,0.0,0.0,0.0,0.0,0.0,0.0,2,10178
843,0.0,0.0,20000.0,0.0,0.0,0.0,3,10128
1025,0.0,0.0,17500.0,0.0,0.0,0.0,3,10310
939,0.0,0.0,0.0,0.0,0.0,0.0,2,10224
1426,0.0,0.0,17500.0,0.0,0.0,0.0,2,10710
1446,0.0,0.0,35000.0,0.0,0.0,0.0,2,10730
764,0.0,0.0,10000.0,0.0,0.0,0.0,2,10049
906,0.0,0.0,0.0,0.0,0.0,0.0,2,10191
1528,0.0,0.0,35000.0,0.0,0.0,0.0,2,10812
925,0.0,0.0,30000.0,0.0,0.0,0.0,3,10210
1564,0.0,0.0,35000.0,0.0,0.0,0.0,2,10848
887,0.0,0.0,0.0,0.0,0.0,50000.0,2,10172
1213,0.0,0.0,90000.0,0.0,0.0,0.0,2,10498
938,0.0,0.0,0.0,0.0,0.0,0.0,2,10223
892,0.0,0.0,35000.0,0.0,0.0,0.0,3,10177
959,0.0,0.0,0.0,0.0,0.0,0.0,2,10244
876,0.0,0.0,35000.0,0.0,0.0,0.0,3,10161
908,0.0,0.0,44000.0,0.0,0.0,0.0,3,10193
872,0.0,0.0,35000.0,0.0,0.0,0.0,3,10157
936,0.0,0.0,30000.0,0.0,0.0,0.0,3,10221
916,0.0,0.0,0.0,0.0,0.0,0.0,2,10201
889,0.0,0.0,35000.0,0.0,0.0,0.0,3,10174
831,0.0,0.0,0.0,0.0,0.0,0.0,2,10116
880,0.0,0.0,20000.0,0.0,0.0,0.0,3,10165
952,0.0,0.0,17500.0,0.0,0.0,0.0,3,10237
905,0.0,0.0,0.0,0.0,0.0,0.0,2,10190
976,0.0,0.0,22500.0,0.0,0.0,0.0,1,10261
986,0.0,0.0,22500.0,0.0,0.0,0.0,1,10271
1440,0.0,0.0,60000.0,0.0,0.0,0.0,1,10724
995,0.0,0.0,45000.0,0.0,0.0,0.0,1,10280
1474,0.0,0.0,5003.0,0.0,0.0,0.0,1,10758
1009,0.0,0.0,45000.0,0.0,0.0,0.0,1,10294
1605,10000.0,0.0,50000.0,0.0,0.0,0.0,1,10889
994,10000.0,0.0,45000.0,0.0,35000.0,0.0,2,10279
1026,0.0,0.0,35000.0,0.0,0.0,0.0,1,10311
1033,0.0,0.0,17500.0,0.0,0.0,0.0,1,10318
1034,0.0,0.0,35000.0,0.0,0.0,0.0,1,10319
1037,0.0,0.0,17500.0,0.0,0.0,0.0,1,10322
1038,0.0,0.0,17500.0,0.0,0.0,0.0,1,10323
1040,0.0,0.0,17500.0,0.0,0.0,2500.0,1,10325
1597,0.0,0.0,30000.0,0.0,0.0,0.0,1,10881
1045,0.0,0.0,145000.0,0.0,0.0,0.0,1,10330
1047,0.0,0.0,110000.0,0.0,0.0,0.0,1,10332
1051,0.0,0.0,185000.0,0.0,0.0,0.0,1,10336
1061,0.0,0.0,160000.0,0.0,0.0,0.0,1,10346
1139,0.0,0.0,90000.0,0.0,0.0,0.0,2,10424
1066,0.0,0.0,95000.0,0.0,0.0,0.0,1,10351
1068,0.0,0.0,95000.0,0.0,0.0,0.0,1,10353
1071,0.0,0.0,95000.0,0.0,0.0,20000.0,1,10356
1075,0.0,0.0,132500.0,0.0,0.0,0.0,1,10360
1077,0.0,0.0,190000.0,0.0,0.0,0.0,1,10362
1081,0.0,0.0,170000.0,0.0,0.0,0.0,1,10366
1422,0.0,0.0,45000.0,0.0,0.0,0.0,1,10706
942,0.0,0.0,0.0,0.0,0.0,0.0,2,10227
968,0.0,0.0,0.0,0.0,0.0,0.0,2,10253
1340,0.0,0.0,20000.0,0.0,0.0,0.0,2,10624
961,,0.0,35000.0,0.0,0.0,0.0,2,10246
1595,0.0,0.0,22500.0,0.0,0.0,0.0,2,10879
956,0.0,0.0,0.0,0.0,0.0,0.0,2,10241
945,0.0,0.0,0.0,0.0,0.0,0.0,2,10230
973,0.0,0.0,0.0,0.0,0.0,0.0,2,10258
1584,0.0,0.0,25000.0,0.0,0.0,0.0,2,10868
1020,0.0,0.0,0.0,0.0,0.0,0.0,2,10305
969,0.0,0.0,0.0,0.0,0.0,0.0,2,10254
1524,0.0,0.0,170000.0,0.0,0.0,0.0,1,10808
1543,0.0,0.0,45000.0,0.0,0.0,0.0,1,10827
1481,0.0,0.0,96000.0,0.0,0.0,0.0,2,10765
1561,0.0,0.0,110000.0,0.0,0.0,0.0,2,10845
940,0.0,0.0,30000.0,0.0,0.0,0.0,3,10225
1029,0.0,0.0,22500.0,0.0,0.0,0.0,3,10314
1041,0.0,0.0,17500.0,0.0,0.0,0.0,3,10326
1215,0.0,0.0,0.0,0.0,0.0,0.0,2,10500
1149,0.0,0.0,45000.0,0.0,0.0,0.0,3,10434
1525,0.0,0.0,35000.0,0.0,0.0,0.0,2,10809
970,0.0,0.0,0.0,0.0,0.0,0.0,2,10255
998,0.0,0.0,0.0,0.0,0.0,0.0,2,10283
1145,0.0,0.0,0.0,0.0,0.0,0.0,2,10430
946,0.0,0.0,30000.0,0.0,0.0,0.0,3,10231
1035,0.0,0.0,22000.0,0.0,0.0,0.0,3,10320
1000,0.0,0.0,0.0,0.0,0.0,0.0,2,10285
1021,0.0,0.0,0.0,0.0,0.0,15000.0,2,10306
990,0.0,0.0,0.0,0.0,0.0,0.0,2,10275
972,0.0,0.0,0.0,0.0,0.0,0.0,2,10257
1143,0.0,0.0,73000.0,0.0,0.0,0.0,3,10428
1023,0.0,0.0,0.0,0.0,0.0,15000.0,2,10308
1032,0.0,0.0,17500.0,0.0,0.0,0.0,3,10317
1529,0.0,0.0,10000.0,0.0,0.0,0.0,1,10813
1058,0.0,0.0,0.0,0.0,0.0,0.0,2,10343
1147,0.0,0.0,0.0,0.0,0.0,35000.0,2,10432
1454,0.0,0.0,35000.0,0.0,0.0,0.0,2,10738
1027,0.0,0.0,0.0,0.0,0.0,0.0,2,10312
1157,0.0,0.0,0.0,0.0,0.0,0.0,2,10442
1043,0.0,0.0,23000.0,0.0,0.0,0.0,3,10328
1079,0.0,0.0,0.0,0.0,0.0,0.0,2,10364
1067,0.0,0.0,0.0,0.0,0.0,0.0,2,10352
944,0.0,0.0,30000.0,0.0,0.0,0.0,3,10229
1031,0.0,0.0,20000.0,0.0,0.0,0.0,3,10316
1539,,0.0,0.0,0.0,0.0,0.0,2,10823
1135,0.0,0.0,45000.0,0.0,0.0,0.0,3,10420
955,0.0,0.0,0.0,0.0,0.0,0.0,2,10240
1441,0.0,0.0,45000.0,0.0,0.0,0.0,1,10725
1030,0.0,0.0,17500.0,0.0,0.0,0.0,3,10315
1427,0.0,0.0,95000.0,0.0,0.0,0.0,2,10711
1447,0.0,0.0,2000.0,0.0,0.0,0.0,1,10731
1098,0.0,0.0,0.0,0.0,0.0,0.0,2,10383
1136,0.0,0.0,45000.0,0.0,0.0,0.0,3,10421
1144,0.0,0.0,50000.0,0.0,0.0,0.0,3,10429
957,0.0,0.0,0.0,0.0,0.0,0.0,2,10242
1585,0.0,0.0,5000.0,0.0,0.0,0.0,1,10869
943,0.0,0.0,30000.0,0.0,0.0,0.0,3,10228
1556,0.0,0.0,96000.0,0.0,0.0,0.0,2,10840
953,0.0,0.0,0.0,0.0,0.0,0.0,2,10238
1495,0.0,0.0,25000.0,0.0,0.0,0.0,2,10779
1434,,0.0,90000.0,0.0,0.0,0.0,2,10718
1460,0.0,0.0,25000.0,0.0,0.0,0.0,2,10744
1568,0.0,0.0,17500.0,0.0,0.0,0.0,2,10852
1448,0.0,0.0,0.0,0.0,0.0,0.0,2,10732
1015,0.0,0.0,0.0,0.0,0.0,0.0,2,10300
1044,0.0,0.0,0.0,0.0,0.0,0.0,2,10329
1140,0.0,0.0,45000.0,0.0,0.0,0.0,3,10425
1580,0.0,0.0,35000.0,0.0,0.0,0.0,2,10864
947,0.0,0.0,30000.0,0.0,0.0,0.0,3,10232
1590,0.0,0.0,25000.0,0.0,0.0,0.0,2,10874
964,0.0,0.0,0.0,0.0,0.0,0.0,2,10249
1513,0.0,0.0,25000.0,0.0,0.0,0.0,2,10797
1019,10000.0,0.0,45000.0,0.0,35000.0,0.0,2,10304
1467,0.0,0.0,49000.0,0.0,0.0,0.0,2,10751
960,0.0,0.0,0.0,0.0,0.0,0.0,2,10245
1005,0.0,0.0,15000.0,0.0,0.0,0.0,2,10290
1063,0.0,0.0,0.0,0.0,0.0,0.0,2,10348
1090,0.0,0.0,115000.0,0.0,0.0,0.0,1,10375
1095,0.0,0.0,190000.0,0.0,0.0,0.0,1,10380
1056,0.0,0.0,153000.0,0.0,0.0,0.0,2,10341
1468,0.0,0.0,35000.0,0.0,0.0,0.0,1,10752
1120,0.0,0.0,190000.0,0.0,0.0,0.0,1,10405
1158,0.0,0.0,70000.0,0.0,5000.0,25000.0,2,10443
1552,0.0,0.0,70000.0,0.0,0.0,0.0,1,10836
1560,0.0,0.0,70000.0,0.0,0.0,0.0,1,10844
1573,0.0,0.0,35000.0,0.0,0.0,0.0,1,10857
1156,0.0,0.0,15000.0,0.0,0.0,0.0,1,10441
1153,0.0,0.0,40000.0,0.0,0.0,0.0,1,10438
1170,0.0,0.0,35000.0,0.0,0.0,0.0,1,10455
1177,0.0,0.0,65000.0,0.0,0.0,0.0,1,10462
1184,0.0,0.0,35000.0,0.0,0.0,0.0,1,10469
1185,0.0,0.0,25000.0,0.0,0.0,0.0,1,10470
1187,0.0,0.0,35000.0,0.0,0.0,0.0,1,10472
1196,0.0,0.0,35000.0,0.0,0.0,0.0,1,10481
1476,0.0,0.0,150000.0,0.0,0.0,0.0,1,10760
1188,0.0,0.0,10000.0,0.0,0.0,0.0,1,10473
1052,0.0,0.0,0.0,0.0,0.0,0.0,2,10337
1232,0.0,0.0,0.0,0.0,0.0,0.0,2,10516
1108,0.0,0.0,0.0,0.0,0.0,0.0,2,10393
1142,0.0,0.0,46000.0,0.0,0.0,0.0,3,10427
1076,0.0,0.0,0.0,0.0,0.0,0.0,2,10361
1462,0.0,0.0,30000.0,0.0,0.0,0.0,2,10746
1518,0.0,0.0,95000.0,0.0,0.0,0.0,2,10802
1442,0.0,0.0,95000.0,0.0,0.0,30000.0,2,10726
1548,0.0,0.0,0.0,0.0,0.0,0.0,1,10832
1074,0.0,0.0,0.0,0.0,0.0,0.0,2,10359
1256,0.0,0.0,0.0,0.0,0.0,0.0,2,10540
1229,0.0,0.0,0.0,0.0,0.0,0.0,2,10514
1482,0.0,0.0,95000.0,0.0,0.0,0.0,2,10766
1070,0.0,0.0,0.0,0.0,0.0,0.0,2,10355
1220,0.0,0.0,0.0,0.0,0.0,0.0,2,10505
1531,0.0,0.0,0.0,0.0,0.0,0.0,2,10815
1159,0.0,0.0,35000.0,0.0,0.0,0.0,3,10444
1085,0.0,0.0,0.0,0.0,0.0,0.0,2,10370
1154,0.0,0.0,35000.0,0.0,0.0,0.0,3,10439
1508,0.0,0.0,95000.0,0.0,0.0,0.0,2,10792
1106,0.0,0.0,0.0,0.0,0.0,0.0,2,10391
1503,0.0,0.0,0.0,0.0,0.0,0.0,2,10787
1151,0.0,0.0,47000.0,0.0,0.0,0.0,3,10436
1148,0.0,0.0,45000.0,0.0,0.0,0.0,3,10433
1163,0.0,0.0,0.0,0.0,0.0,0.0,2,10448
1083,0.0,0.0,0.0,0.0,0.0,0.0,2,10368
1455,0.0,0.0,35000.0,0.0,0.0,0.0,2,10739
1577,0.0,0.0,0.0,0.0,0.0,0.0,1,10861
1267,0.0,0.0,0.0,0.0,0.0,0.0,3,10551
1080,0.0,0.0,0.0,0.0,0.0,0.0,2,10365
1155,0.0,0.0,35000.0,0.0,0.0,2000.0,3,10440
1565,0.0,0.0,35000.0,0.0,0.0,0.0,1,10849
1168,0.0,0.0,35000.0,0.0,0.0,0.0,3,10453
1544,0.0,0.0,45000.0,0.0,0.0,0.0,1,10828
1164,0.0,0.0,35000.0,0.0,0.0,0.0,3,10449
1084,0.0,0.0,0.0,0.0,0.0,75000.0,2,10369
1091,0.0,0.0,0.0,0.0,0.0,0.0,2,10376
1174,0.0,0.0,35000.0,0.0,0.0,0.0,3,10459
1055,0.0,0.0,0.0,0.0,0.0,0.0,2,10340
1178,0.0,0.0,35000.0,0.0,0.0,0.0,3,10463
1540,,0.0,0.0,0.0,0.0,0.0,2,10824
1217,0.0,0.0,0.0,0.0,0.0,25000.0,2,10502
1060,0.0,0.0,0.0,0.0,0.0,0.0,2,10345
1073,0.0,0.0,0.0,0.0,0.0,0.0,2,10358
1072,0.0,0.0,0.0,0.0,0.0,0.0,2,10357
1541,0.0,0.0,99000.0,0.0,0.0,0.0,2,10825
857,0.0,0.0,0.0,0.0,0.0,2000.0,2,10142
1053,0.0,0.0,0.0,0.0,0.0,0.0,2,10338
1137,0.0,0.0,47500.0,0.0,0.0,0.0,3,10422
1515,0.0,0.0,5000.0,0.0,0.0,80000.0,2,10799
1200,0.0,0.0,0.0,0.0,0.0,3000.0,2,10485
1064,0.0,0.0,0.0,0.0,0.0,0.0,2,10349
1162,0.0,0.0,35000.0,0.0,0.0,2000.0,3,10447
1569,0.0,0.0,160000.0,0.0,0.0,0.0,1,10853
1166,0.0,0.0,35000.0,0.0,0.0,0.0,3,10451
1588,0.0,0.0,45000.0,0.0,0.0,0.0,2,10872
1117,0.0,0.0,0.0,0.0,0.0,0.0,2,10402
1152,0.0,0.0,0.0,0.0,0.0,0.0,2,10437
1223,0.0,0.0,0.0,0.0,0.0,0.0,2,10508
1130,0.0,0.0,0.0,0.0,0.0,0.0,2,10415
1146,0.0,0.0,0.0,0.0,0.0,0.0,2,10431
1173,0.0,0.0,35000.0,0.0,0.0,0.0,3,10458
1502,0.0,0.0,17500.0,0.0,0.0,0.0,2,10786
1428,0.0,0.0,22500.0,0.0,0.0,0.0,2,10712
1488,0.0,0.0,17500.0,0.0,0.0,0.0,2,10772
1132,0.0,0.0,0.0,0.0,0.0,0.0,2,10417
1263,0.0,0.0,0.0,0.0,0.0,0.0,2,10547
1226,0.0,0.0,30000.0,0.0,0.0,0.0,3,10511
1088,0.0,0.0,0.0,0.0,0.0,0.0,2,10373
1233,0.0,0.0,0.0,0.0,0.0,0.0,2,10517
1218,0.0,0.0,0.0,0.0,0.0,0.0,2,10503
1057,0.0,0.0,0.0,0.0,0.0,0.0,2,10342
898,0.0,0.0,35000.0,0.0,0.0,0.0,3,10183
1530,,0.0,80000.0,0.0,0.0,40000.0,2,10814
1112,0.0,0.0,0.0,0.0,0.0,0.0,2,10397
1160,0.0,0.0,35000.0,0.0,0.0,0.0,3,10445
1115,0.0,0.0,25000.0,0.0,0.0,30000.0,2,10400
1183,0.0,0.0,0.0,0.0,0.0,0.0,3,10468
1483,0.0,0.0,36000.0,0.0,0.0,0.0,2,10767
1535,,0.0,90000.0,0.0,0.0,0.0,2,10819
1221,0.0,0.0,0.0,0.0,0.0,0.0,2,10506
1078,0.0,0.0,0.0,0.0,0.0,35000.0,2,10363
1429,0.0,0.0,36000.0,0.0,0.0,0.0,2,10713
1069,0.0,0.0,0.0,0.0,0.0,0.0,2,10354
1082,0.0,0.0,0.0,0.0,0.0,0.0,2,10367
1054,0.0,0.0,0.0,0.0,0.0,0.0,2,10339
1191,0.0,0.0,40000.0,0.0,0.0,30000.0,2,10476
1509,25000.0,0.0,160000.0,0.0,0.0,0.0,1,10793
1210,0.0,0.0,35000.0,0.0,0.0,0.0,1,10495
1214,0.0,0.0,95000.0,0.0,0.0,25000.0,1,10499
1219,0.0,0.0,95000.0,0.0,0.0,0.0,1,10504
1207,0.0,0.0,70000.0,0.0,2000.0,0.0,2,10492
1208,0.0,0.0,70000.0,0.0,5000.0,0.0,2,10493
1536,0.0,0.0,40000.0,0.0,0.0,0.0,1,10820
1257,0.0,0.0,30000.0,0.0,0.0,0.0,1,10541
1553,0.0,0.0,70000.0,0.0,0.0,0.0,1,10837
